Emotions,Path
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-01-02-02-01.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-01-01-01.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-01-02-01.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-02-01-01.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-02-02-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-01-01-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-01-02-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-02-01-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-02-02-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-01-01-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-01-02-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-02-01-01.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-02-02-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-01-01-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-01-02-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-02-01-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-02-02-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-01-01-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-01-02-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-02-01-01.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-02-02-01.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-01-01-02.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-01-02-02.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-02-01-02.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-02-02-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-01-01-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-01-02-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-02-01-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-02-02-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-01-01-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-01-02-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-02-01-02.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-02-02-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-01-01-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-01-02-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-02-01-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-02-02-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-01-01-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-01-02-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-02-01-02.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-02-02-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-01-01-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-01-02-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-02-01-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-02-02-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-01-01-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-01-02-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-02-01-02.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-02-02-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-01-01-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-01-02-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-02-01-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-02-02-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-01-01-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-01-02-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-02-01-02.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-02-02-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-01-01-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-01-02-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-02-01-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-02-02-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-01-01-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-01-02-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-02-01-02.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-02-02-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-01-01-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-01-02-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-02-01-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-02-02-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-01-01-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-01-02-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-02-01-02.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-02-02-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-01-01-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-01-02-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-02-01-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-02-02-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-01-01-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-01-02-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-02-01-02.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-02-02-02.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-01-01-03.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-01-02-03.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-02-01-03.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-02-02-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-01-01-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-01-02-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-02-01-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-02-02-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-01-01-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-01-02-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-02-01-03.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-02-02-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-01-01-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-01-02-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-02-01-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-02-02-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-01-01-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-01-02-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-02-01-03.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-02-02-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-01-01-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-01-02-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-02-01-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-02-02-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-01-01-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-01-02-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-02-01-03.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-02-02-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-01-01-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-01-02-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-02-01-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-02-02-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-01-01-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-01-02-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-02-01-03.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-02-02-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-01-01-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-01-02-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-02-01-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-02-02-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-01-01-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-01-02-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-02-01-03.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-02-02-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-01-01-01-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-01-01-02-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-01-02-01-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-01-02-02-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-02-01-01-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-02-01-02-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-02-02-01-03.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-07-02-02-02-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-01-01-01-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-01-01-02-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-01-02-01-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-01-02-02-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-02-01-01-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-02-01-02-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-02-02-01-03.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-08-02-02-02-03.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-01-01-01-01-04.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-01-01-01-02-04.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-01-01-02-01-04.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-01-01-02-02-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-01-01-01-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-01-01-02-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-01-02-01-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-01-02-02-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-02-01-01-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-02-01-02-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-02-02-01-04.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-02-02-02-02-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-01-01-01-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-01-01-02-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-01-02-01-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-01-02-02-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-02-01-01-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-02-01-02-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-02-02-01-04.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-03-02-02-02-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-01-01-01-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-01-01-02-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-01-02-01-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-01-02-02-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-02-01-01-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-02-01-02-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-02-02-01-04.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-04-02-02-02-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-01-01-01-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-01-01-02-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-01-02-01-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-01-02-02-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-02-01-01-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-02-01-02-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-02-02-01-04.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-05-02-02-02-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-01-01-01-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-01-01-02-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-01-02-01-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-01-02-02-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-02-01-01-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-02-01-02-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-02-02-01-04.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-06-02-02-02-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-01-01-01-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-01-01-02-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-01-02-01-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-01-02-02-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-02-01-01-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-02-01-02-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-02-02-01-04.wav
disgust,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-07-02-02-02-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-01-01-01-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-01-01-02-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-01-02-01-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-01-02-02-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-02-01-01-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-02-01-02-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-02-02-01-04.wav
surprise,kaggle/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-02-02-02-04.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-01-01-05.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-01-02-05.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-02-01-05.wav
neutral,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-02-02-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-01-01-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-01-02-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-02-01-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-02-02-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-01-01-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-01-02-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-02-01-05.wav
calm,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-02-02-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-01-01-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-01-02-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-02-01-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-02-02-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-01-01-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-01-02-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-02-01-05.wav
happy,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-02-02-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-01-01-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-01-02-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-02-01-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-02-02-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-01-01-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-01-02-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-02-01-05.wav
sad,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-02-02-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-01-01-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-01-02-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-02-01-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-02-02-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-01-01-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-01-02-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-02-01-05.wav
angry,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-02-02-05.wav
fearful,kaggle/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-01-01-05.wav
