Emotions,Path
disgust,kaggle/Savee/JE_d06.wav
disgust,kaggle/Savee/JE_d07.wav
disgust,kaggle/Savee/JE_d08.wav
disgust,kaggle/Savee/JE_d09.wav
disgust,kaggle/Savee/JE_d10.wav
disgust,kaggle/Savee/JE_d11.wav
disgust,kaggle/Savee/JE_d12.wav
disgust,kaggle/Savee/JE_d13.wav
disgust,kaggle/Savee/JE_d14.wav
disgust,kaggle/Savee/JE_d15.wav
fearful,kaggle/Savee/JE_f01.wav
fearful,kaggle/Savee/JE_f02.wav
fearful,kaggle/Savee/JE_f03.wav
fearful,kaggle/Savee/JE_f04.wav
fearful,kaggle/Savee/JE_f05.wav
fearful,kaggle/Savee/JE_f06.wav
fearful,kaggle/Savee/JE_f07.wav
fearful,kaggle/Savee/JE_f08.wav
fearful,kaggle/Savee/JE_f09.wav
fearful,kaggle/Savee/JE_f10.wav
fearful,kaggle/Savee/JE_f11.wav
fearful,kaggle/Savee/JE_f12.wav
fearful,kaggle/Savee/JE_f13.wav
fearful,kaggle/Savee/JE_f14.wav
fearful,kaggle/Savee/JE_f15.wav
happy,kaggle/Savee/JE_h01.wav
happy,kaggle/Savee/JE_h02.wav
happy,kaggle/Savee/JE_h03.wav
happy,kaggle/Savee/JE_h04.wav
happy,kaggle/Savee/JE_h05.wav
happy,kaggle/Savee/JE_h06.wav
happy,kaggle/Savee/JE_h07.wav
happy,kaggle/Savee/JE_h08.wav
happy,kaggle/Savee/JE_h09.wav
happy,kaggle/Savee/JE_h10.wav
happy,kaggle/Savee/JE_h11.wav
happy,kaggle/Savee/JE_h12.wav
happy,kaggle/Savee/JE_h13.wav
happy,kaggle/Savee/JE_h14.wav
happy,kaggle/Savee/JE_h15.wav
neutral,kaggle/Savee/JE_n01.wav
neutral,kaggle/Savee/JE_n02.wav
neutral,kaggle/Savee/JE_n03.wav
neutral,kaggle/Savee/JE_n04.wav
neutral,kaggle/Savee/JE_n05.wav
neutral,kaggle/Savee/JE_n06.wav
neutral,kaggle/Savee/JE_n07.wav
neutral,kaggle/Savee/JE_n08.wav
neutral,kaggle/Savee/JE_n09.wav
neutral,kaggle/Savee/JE_n10.wav
neutral,kaggle/Savee/JE_n11.wav
neutral,kaggle/Savee/JE_n12.wav
neutral,kaggle/Savee/JE_n13.wav
neutral,kaggle/Savee/JE_n14.wav
neutral,kaggle/Savee/JE_n15.wav
neutral,kaggle/Savee/JE_n16.wav
neutral,kaggle/Savee/JE_n17.wav
neutral,kaggle/Savee/JE_n18.wav
neutral,kaggle/Savee/JE_n19.wav
neutral,kaggle/Savee/JE_n20.wav
neutral,kaggle/Savee/JE_n21.wav
neutral,kaggle/Savee/JE_n22.wav
neutral,kaggle/Savee/JE_n23.wav
neutral,kaggle/Savee/JE_n24.wav
neutral,kaggle/Savee/JE_n25.wav
neutral,kaggle/Savee/JE_n26.wav
neutral,kaggle/Savee/JE_n27.wav
neutral,kaggle/Savee/JE_n28.wav
neutral,kaggle/Savee/JE_n29.wav
neutral,kaggle/Savee/JE_n30.wav
sad,kaggle/Savee/JE_sa01.wav
sad,kaggle/Savee/JE_sa02.wav
sad,kaggle/Savee/JE_sa03.wav
sad,kaggle/Savee/JE_sa04.wav
sad,kaggle/Savee/JE_sa05.wav
sad,kaggle/Savee/JE_sa06.wav
sad,kaggle/Savee/JE_sa07.wav
sad,kaggle/Savee/JE_sa08.wav
sad,kaggle/Savee/JE_sa09.wav
sad,kaggle/Savee/JE_sa10.wav
sad,kaggle/Savee/JE_sa11.wav
sad,kaggle/Savee/JE_sa12.wav
sad,kaggle/Savee/JE_sa13.wav
sad,kaggle/Savee/JE_sa14.wav
sad,kaggle/Savee/JE_sa15.wav
surprise,kaggle/Savee/JE_su01.wav
surprise,kaggle/Savee/JE_su02.wav
surprise,kaggle/Savee/JE_su03.wav
surprise,kaggle/Savee/JE_su04.wav
surprise,kaggle/Savee/JE_su05.wav
surprise,kaggle/Savee/JE_su06.wav
surprise,kaggle/Savee/JE_su07.wav
surprise,kaggle/Savee/JE_su08.wav
surprise,kaggle/Savee/JE_su09.wav
surprise,kaggle/Savee/JE_su10.wav
surprise,kaggle/Savee/JE_su11.wav
surprise,kaggle/Savee/JE_su12.wav
surprise,kaggle/Savee/JE_su13.wav
surprise,kaggle/Savee/JE_su14.wav
surprise,kaggle/Savee/JE_su15.wav
angry,kaggle/Savee/JK_a01.wav
angry,kaggle/Savee/JK_a02.wav
angry,kaggle/Savee/JK_a03.wav
angry,kaggle/Savee/JK_a04.wav
angry,kaggle/Savee/JK_a05.wav
angry,kaggle/Savee/JK_a06.wav
angry,kaggle/Savee/JK_a07.wav
angry,kaggle/Savee/JK_a08.wav
angry,kaggle/Savee/JK_a09.wav
angry,kaggle/Savee/JK_a10.wav
angry,kaggle/Savee/JK_a11.wav
angry,kaggle/Savee/JK_a12.wav
angry,kaggle/Savee/JK_a13.wav
angry,kaggle/Savee/JK_a14.wav
angry,kaggle/Savee/JK_a15.wav
disgust,kaggle/Savee/JK_d01.wav
disgust,kaggle/Savee/JK_d02.wav
disgust,kaggle/Savee/JK_d03.wav
disgust,kaggle/Savee/JK_d04.wav
disgust,kaggle/Savee/JK_d05.wav
disgust,kaggle/Savee/JK_d06.wav
disgust,kaggle/Savee/JK_d07.wav
disgust,kaggle/Savee/JK_d08.wav
disgust,kaggle/Savee/JK_d09.wav
disgust,kaggle/Savee/JK_d10.wav
disgust,kaggle/Savee/JK_d11.wav
disgust,kaggle/Savee/JK_d12.wav
disgust,kaggle/Savee/JK_d13.wav
disgust,kaggle/Savee/JK_d14.wav
disgust,kaggle/Savee/JK_d15.wav
fearful,kaggle/Savee/JK_f01.wav
fearful,kaggle/Savee/JK_f02.wav
fearful,kaggle/Savee/JK_f03.wav
fearful,kaggle/Savee/JK_f04.wav
fearful,kaggle/Savee/JK_f05.wav
fearful,kaggle/Savee/JK_f06.wav
fearful,kaggle/Savee/JK_f07.wav
fearful,kaggle/Savee/JK_f08.wav
fearful,kaggle/Savee/JK_f09.wav
fearful,kaggle/Savee/JK_f10.wav
fearful,kaggle/Savee/JK_f11.wav
fearful,kaggle/Savee/JK_f12.wav
fearful,kaggle/Savee/JK_f13.wav
fearful,kaggle/Savee/JK_f14.wav
fearful,kaggle/Savee/JK_f15.wav
happy,kaggle/Savee/JK_h01.wav
happy,kaggle/Savee/JK_h02.wav
happy,kaggle/Savee/JK_h03.wav
happy,kaggle/Savee/JK_h04.wav
happy,kaggle/Savee/JK_h05.wav
happy,kaggle/Savee/JK_h06.wav
happy,kaggle/Savee/JK_h07.wav
happy,kaggle/Savee/JK_h08.wav
happy,kaggle/Savee/JK_h09.wav
happy,kaggle/Savee/JK_h10.wav
happy,kaggle/Savee/JK_h11.wav
happy,kaggle/Savee/JK_h12.wav
happy,kaggle/Savee/JK_h13.wav
happy,kaggle/Savee/JK_h14.wav
happy,kaggle/Savee/JK_h15.wav
neutral,kaggle/Savee/JK_n01.wav
neutral,kaggle/Savee/JK_n02.wav
neutral,kaggle/Savee/JK_n03.wav
neutral,kaggle/Savee/JK_n04.wav
neutral,kaggle/Savee/JK_n05.wav
neutral,kaggle/Savee/JK_n06.wav
neutral,kaggle/Savee/JK_n07.wav
neutral,kaggle/Savee/JK_n08.wav
neutral,kaggle/Savee/JK_n09.wav
neutral,kaggle/Savee/JK_n10.wav
neutral,kaggle/Savee/JK_n11.wav
neutral,kaggle/Savee/JK_n12.wav
neutral,kaggle/Savee/JK_n13.wav
neutral,kaggle/Savee/JK_n14.wav
neutral,kaggle/Savee/JK_n15.wav
neutral,kaggle/Savee/JK_n16.wav
neutral,kaggle/Savee/JK_n17.wav
neutral,kaggle/Savee/JK_n18.wav
neutral,kaggle/Savee/JK_n19.wav
neutral,kaggle/Savee/JK_n20.wav
neutral,kaggle/Savee/JK_n21.wav
neutral,kaggle/Savee/JK_n22.wav
neutral,kaggle/Savee/JK_n23.wav
neutral,kaggle/Savee/JK_n24.wav
neutral,kaggle/Savee/JK_n25.wav
neutral,kaggle/Savee/JK_n26.wav
neutral,kaggle/Savee/JK_n27.wav
neutral,kaggle/Savee/JK_n28.wav
neutral,kaggle/Savee/JK_n29.wav
neutral,kaggle/Savee/JK_n30.wav
sad,kaggle/Savee/JK_sa01.wav
sad,kaggle/Savee/JK_sa02.wav
sad,kaggle/Savee/JK_sa03.wav
sad,kaggle/Savee/JK_sa04.wav
sad,kaggle/Savee/JK_sa05.wav
sad,kaggle/Savee/JK_sa06.wav
sad,kaggle/Savee/JK_sa07.wav
sad,kaggle/Savee/JK_sa08.wav
sad,kaggle/Savee/JK_sa09.wav
sad,kaggle/Savee/JK_sa10.wav
sad,kaggle/Savee/JK_sa11.wav
sad,kaggle/Savee/JK_sa12.wav
sad,kaggle/Savee/JK_sa13.wav
sad,kaggle/Savee/JK_sa14.wav
sad,kaggle/Savee/JK_sa15.wav
surprise,kaggle/Savee/JK_su01.wav
surprise,kaggle/Savee/JK_su02.wav
surprise,kaggle/Savee/JK_su03.wav
surprise,kaggle/Savee/JK_su04.wav
surprise,kaggle/Savee/JK_su05.wav
surprise,kaggle/Savee/JK_su06.wav
surprise,kaggle/Savee/JK_su07.wav
surprise,kaggle/Savee/JK_su08.wav
surprise,kaggle/Savee/JK_su09.wav
surprise,kaggle/Savee/JK_su10.wav
surprise,kaggle/Savee/JK_su11.wav
surprise,kaggle/Savee/JK_su12.wav
surprise,kaggle/Savee/JK_su13.wav
surprise,kaggle/Savee/JK_su14.wav
surprise,kaggle/Savee/JK_su15.wav
angry,kaggle/Savee/KL_a01.wav
angry,kaggle/Savee/KL_a02.wav
angry,kaggle/Savee/KL_a03.wav
angry,kaggle/Savee/KL_a04.wav
angry,kaggle/Savee/KL_a05.wav
angry,kaggle/Savee/KL_a06.wav
angry,kaggle/Savee/KL_a07.wav
angry,kaggle/Savee/KL_a08.wav
angry,kaggle/Savee/KL_a09.wav
angry,kaggle/Savee/KL_a10.wav
angry,kaggle/Savee/KL_a11.wav
angry,kaggle/Savee/KL_a12.wav
angry,kaggle/Savee/KL_a13.wav
angry,kaggle/Savee/KL_a14.wav
angry,kaggle/Savee/KL_a15.wav
disgust,kaggle/Savee/KL_d01.wav
disgust,kaggle/Savee/KL_d02.wav
disgust,kaggle/Savee/KL_d03.wav
disgust,kaggle/Savee/KL_d04.wav
disgust,kaggle/Savee/KL_d05.wav
disgust,kaggle/Savee/KL_d06.wav
disgust,kaggle/Savee/KL_d07.wav
disgust,kaggle/Savee/KL_d08.wav
disgust,kaggle/Savee/KL_d09.wav
disgust,kaggle/Savee/KL_d10.wav
disgust,kaggle/Savee/KL_d11.wav
disgust,kaggle/Savee/KL_d12.wav
disgust,kaggle/Savee/KL_d13.wav
disgust,kaggle/Savee/KL_d14.wav
disgust,kaggle/Savee/KL_d15.wav
fearful,kaggle/Savee/KL_f01.wav
fearful,kaggle/Savee/KL_f02.wav
fearful,kaggle/Savee/KL_f03.wav
fearful,kaggle/Savee/KL_f04.wav
fearful,kaggle/Savee/KL_f05.wav
fearful,kaggle/Savee/KL_f06.wav
fearful,kaggle/Savee/KL_f07.wav
fearful,kaggle/Savee/KL_f08.wav
fearful,kaggle/Savee/KL_f09.wav
fearful,kaggle/Savee/KL_f10.wav
fearful,kaggle/Savee/KL_f11.wav
fearful,kaggle/Savee/KL_f12.wav
fearful,kaggle/Savee/KL_f13.wav
fearful,kaggle/Savee/KL_f14.wav
fearful,kaggle/Savee/KL_f15.wav
happy,kaggle/Savee/KL_h01.wav
happy,kaggle/Savee/KL_h02.wav
happy,kaggle/Savee/KL_h03.wav
happy,kaggle/Savee/KL_h04.wav
happy,kaggle/Savee/KL_h05.wav
happy,kaggle/Savee/KL_h06.wav
happy,kaggle/Savee/KL_h07.wav
happy,kaggle/Savee/KL_h08.wav
happy,kaggle/Savee/KL_h09.wav
happy,kaggle/Savee/KL_h10.wav
happy,kaggle/Savee/KL_h11.wav
happy,kaggle/Savee/KL_h12.wav
happy,kaggle/Savee/KL_h13.wav
happy,kaggle/Savee/KL_h14.wav
happy,kaggle/Savee/KL_h15.wav
neutral,kaggle/Savee/KL_n01.wav
neutral,kaggle/Savee/KL_n02.wav
neutral,kaggle/Savee/KL_n03.wav
neutral,kaggle/Savee/KL_n04.wav
neutral,kaggle/Savee/KL_n05.wav
neutral,kaggle/Savee/KL_n06.wav
neutral,kaggle/Savee/KL_n07.wav
neutral,kaggle/Savee/KL_n08.wav
neutral,kaggle/Savee/KL_n09.wav
neutral,kaggle/Savee/KL_n10.wav
neutral,kaggle/Savee/KL_n11.wav
neutral,kaggle/Savee/KL_n12.wav
neutral,kaggle/Savee/KL_n13.wav
neutral,kaggle/Savee/KL_n14.wav
neutral,kaggle/Savee/KL_n15.wav
neutral,kaggle/Savee/KL_n16.wav
neutral,kaggle/Savee/KL_n17.wav
neutral,kaggle/Savee/KL_n18.wav
neutral,kaggle/Savee/KL_n19.wav
neutral,kaggle/Savee/KL_n20.wav
neutral,kaggle/Savee/KL_n21.wav
neutral,kaggle/Savee/KL_n22.wav
neutral,kaggle/Savee/KL_n23.wav
neutral,kaggle/Savee/KL_n24.wav
neutral,kaggle/Savee/KL_n25.wav
neutral,kaggle/Savee/KL_n26.wav
neutral,kaggle/Savee/KL_n27.wav
neutral,kaggle/Savee/KL_n28.wav
neutral,kaggle/Savee/KL_n29.wav
neutral,kaggle/Savee/KL_n30.wav
sad,kaggle/Savee/KL_sa01.wav
sad,kaggle/Savee/KL_sa02.wav
sad,kaggle/Savee/KL_sa03.wav
sad,kaggle/Savee/KL_sa04.wav
sad,kaggle/Savee/KL_sa05.wav
sad,kaggle/Savee/KL_sa06.wav
sad,kaggle/Savee/KL_sa07.wav
sad,kaggle/Savee/KL_sa08.wav
sad,kaggle/Savee/KL_sa09.wav
sad,kaggle/Savee/KL_sa10.wav
sad,kaggle/Savee/KL_sa11.wav
sad,kaggle/Savee/KL_sa12.wav
sad,kaggle/Savee/KL_sa13.wav
sad,kaggle/Savee/KL_sa14.wav
sad,kaggle/Savee/KL_sa15.wav
surprise,kaggle/Savee/KL_su01.wav
surprise,kaggle/Savee/KL_su02.wav
surprise,kaggle/Savee/KL_su03.wav
surprise,kaggle/Savee/KL_su04.wav
surprise,kaggle/Savee/KL_su05.wav
surprise,kaggle/Savee/KL_su06.wav
surprise,kaggle/Savee/KL_su07.wav
surprise,kaggle/Savee/KL_su08.wav
surprise,kaggle/Savee/KL_su09.wav
surprise,kaggle/Savee/KL_su10.wav
surprise,kaggle/Savee/KL_su11.wav
surprise,kaggle/Savee/KL_su12.wav
surprise,kaggle/Savee/KL_su13.wav
surprise,kaggle/Savee/KL_su14.wav
surprise,kaggle/Savee/KL_su15.wav
